point,date,hour,wave_height,wave_period,wind_speed,wind_dir,sst,weather_code
沖の瀬,2025-06-19,09,0.7,8.0,1.3,34,23.9,3
沖の瀬,2025-06-19,12,0.6,8.2,3.8,163,24.1,2
沖の瀬,2025-06-19,15,0.6,7.8,4.6,133,24.4,3
沖の瀬,2025-06-19,18,0.5,7.3,2.8,143,24.5,1
沖の瀬,2025-06-19,21,0.5,7.2,1.8,127,24.5,0
沖の瀬,2025-06-20,00,0.5,7.3,2.2,111,24.4,2
沖の瀬,2025-06-20,03,0.5,7.6,2.3,80,24.4,3
沖の瀬,2025-06-20,06,0.5,7.4,2.3,62,24.5,0
沖の瀬,2025-06-20,09,0.5,7.2,2.1,66,24.8,2
沖の瀬,2025-06-20,12,0.4,7.0,4.0,153,24.9,2
沖の瀬,2025-06-20,15,0.5,6.6,5.5,142,25.0,0
沖の瀬,2025-06-20,18,0.5,6.6,4.6,142,25.1,0
沖の瀬,2025-06-20,21,0.5,7.0,2.1,141,25.1,0
沖の瀬,2025-06-21,00,0.5,6.8,2.1,202,25.1,2
沖の瀬,2025-06-21,03,0.5,7.0,1.9,210,25.1,0
沖の瀬,2025-06-21,06,0.5,7.3,1.4,203,25.2,3
沖の瀬,2025-06-21,09,0.5,7.3,2.9,197,25.4,0
沖の瀬,2025-06-21,12,0.5,7.1,5.0,156,25.5,3
沖の瀬,2025-06-21,15,0.6,5.7,6.8,180,25.5,2
沖の瀬,2025-06-21,18,0.7,5.2,7.5,206,25.2,0
沖の瀬,2025-06-21,21,0.7,5.2,6.5,222,25.0,0
沖の瀬,2025-06-22,00,0.7,5.2,7.9,224,24.9,3
沖の瀬,2025-06-22,03,0.8,5.0,8.7,222,24.8,2
沖の瀬,2025-06-22,06,0.9,4.8,9.8,225,24.7,0
沖の瀬,2025-06-22,09,1.0,4.8,11.2,222,24.6,0
沖の瀬,2025-06-22,12,1.1,4.7,11.5,216,24.5,0
沖の瀬,2025-06-22,15,1.2,4.8,12.1,215,24.5,0
沖の瀬,2025-06-22,18,1.2,4.9,11.7,219,24.5,0
沖の瀬,2025-06-22,21,1.2,4.9,10.5,222,24.5,0
沖の瀬,2025-06-23,00,1.1,5.0,9.7,222,24.5,2
沖の瀬,2025-06-23,03,1.0,5.0,9.7,218,24.5,3
沖の瀬,2025-06-23,06,1.0,5.0,9.4,221,24.6,3
沖の瀬,2025-06-23,09,1.0,5.2,10.2,220,24.6,3
沖の瀬,2025-06-23,12,1.0,5.5,10.3,212,24.9,3
沖の瀬,2025-06-23,15,1.0,5.8,9.0,215,25.0,3
沖の瀬,2025-06-23,18,1.0,5.9,8.9,210,25.0,3
沖の瀬,2025-06-23,21,1.1,6.2,7.7,208,25.0,3
沖の瀬,2025-06-24,00,1.0,6.6,5.9,209,25.1,3
沖の瀬,2025-06-24,03,0.9,6.8,5.5,197,25.1,3
沖の瀬,2025-06-24,06,0.9,6.8,4.6,219,25.2,3
沖の瀬,2025-06-24,09,0.8,6.7,2.9,212,25.5,3
沖の瀬,2025-06-24,12,0.8,6.7,2.8,147,25.8,3
沖の瀬,2025-06-24,15,0.7,6.8,1.7,112,26.0,3
沖の瀬,2025-06-24,18,0.9,7.5,1.0,81,26.0,51
沖の瀬,2025-06-24,21,0.9,7.8,2.3,112,25.9,51
沖の瀬,2025-06-25,00,1.3,9.2,2.1,89,25.9,53
沖の瀬,2025-06-25,03,1.7,9.6,4.3,31,25.8,63
沖の瀬,2025-06-25,06,1.8,8.9,4.7,33,25.8,51
沖の瀬,2025-06-25,09,2.0,9.0,2.9,42,25.9,51
沖の瀬,2025-06-25,12,1.9,8.4,3.2,86,26.4,51
沖の瀬,2025-06-25,15,1.7,7.8,4.9,111,26.8,3
沖の瀬,2025-06-25,18,1.7,7.4,6.4,98,26.6,3
沖の瀬,2025-06-25,21,1.8,7.4,5.9,86,26.4,53
沖の瀬,2025-06-26,00,1.9,7.3,7.0,34,26.1,53
沖の瀬,2025-06-26,03,1.9,7.1,7.8,8,26.0,51
沖の瀬,2025-06-26,06,1.8,7.0,4.0,324,26.1,3
沖の瀬,2025-06-26,09,1.5,7.0,7.8,224,26.2,1
沖の瀬,2025-06-26,12,1.4,6.3,11.1,217,25.9,3
沖の瀬,2025-06-26,15,1.4,5.5,12.9,222,25.5,3
沖の瀬,2025-06-26,18,1.5,5.5,12.7,222,25.4,2
沖の瀬,2025-06-26,21,1.4,5.5,11.4,227,25.4,3
沖の瀬,2025-06-27,00,1.4,5.3,11.4,223,25.1,51
沖の瀬,2025-06-27,03,1.4,5.1,11.4,228,25.0,3
沖の瀬,2025-06-27,06,1.3,5.3,8.4,243,25.0,3
沖の瀬,2025-06-27,09,1.2,5.5,2.0,274,25.1,3
沖の瀬,2025-06-27,12,1.1,5.6,2.5,239,25.1,3
沖の瀬,2025-06-27,15,0.9,5.3,7.3,233,25.2,2
沖の瀬,2025-06-27,18,0.9,5.7,1.7,243,25.2,3
沖の瀬,2025-06-27,21,0.9,6.2,1.1,294,25.2,3
沖の瀬,2025-06-28,00,0.8,6.5,5.9,24,25.0,0
沖の瀬,2025-06-28,03,0.8,6.5,6.7,31,25.0,2
沖の瀬,2025-06-28,06,0.7,6.8,5.4,36,25.0,3
沖の瀬,2025-06-28,09,0.7,7.7,3.5,49,25.0,2
沖の瀬,2025-06-28,12,0.7,8.3,2.1,211,25.5,3
沖の瀬,2025-06-28,15,0.6,8.7,3.8,165,26.0,2
沖の瀬,2025-06-28,18,0.6,9.0,3.4,160,25.8,2
沖の瀬,2025-06-28,21,0.6,8.9,2.3,175,25.5,0
沖の瀬,2025-06-29,00,0.6,9.0,3.3,158,25.5,0
沖の瀬,2025-06-29,03,0.6,9.1,4.0,156,25.6,0
沖の瀬,2025-06-29,06,0.6,9.0,3.0,165,25.6,0
沖の瀬,2025-06-29,09,0.7,9.7,3.1,161,25.7,0
沖の瀬,2025-06-29,12,0.8,10.0,5.0,169,25.8,3
沖の瀬,2025-06-29,15,0.8,7.5,6.9,192,25.8,3
沖の瀬,2025-06-29,18,0.8,6.5,8.2,216,25.5,3
沖の瀬,2025-06-29,21,0.8,6.9,6.5,223,25.4,3
沖の瀬,2025-06-30,00,0.8,7.5,5.4,222,25.5,2
沖の瀬,2025-06-30,03,0.7,8.3,4.4,225,25.6,1
沖の瀬,2025-06-30,06,0.7,8.4,3.2,231,25.8,0
沖の瀬,2025-06-30,09,0.7,8.2,3.4,219,25.9,2
沖の瀬,2025-06-30,12,0.8,7.4,7.3,206,25.8,3
沖の瀬,2025-06-30,15,0.9,6.2,8.8,208,25.5,3
沖の瀬,2025-06-30,18,0.9,6.2,9.1,214,25.4,2
沖の瀬,2025-06-30,21,0.8,6.3,7.6,223,25.3,1
平砂浦沖,2025-06-01,00,1.7,8.7,3.9,2,19.7,3
平砂浦沖,2025-06-01,03,1.6,8.2,1.5,61,19.9,53
平砂浦沖,2025-06-01,06,1.4,7.9,2.5,70,20.0,51
平砂浦沖,2025-06-01,09,1.3,7.8,3.5,72,20.2,2
平砂浦沖,2025-06-01,12,1.2,7.6,5.2,102,20.5,0
平砂浦沖,2025-06-01,15,1.2,7.5,3.8,110,20.8,2
平砂浦沖,2025-06-01,18,1.6,8.5,4.0,78,21.0,3
平砂浦沖,2025-06-01,21,1.4,8.1,3.7,75,21.0,3
平砂浦沖,2025-06-02,00,1.3,7.8,3.6,98,21.2,3
平砂浦沖,2025-06-02,03,1.2,7.6,2.8,95,21.4,3
平砂浦沖,2025-06-02,06,1.1,7.5,1.7,122,21.6,3
平砂浦沖,2025-06-02,09,1.0,7.0,2.8,128,21.9,51
平砂浦沖,2025-06-02,12,1.0,7.1,5.5,139,22.2,51
平砂浦沖,2025-06-02,15,1.0,7.1,5.0,143,22.4,51
平砂浦沖,2025-06-02,18,1.0,6.9,3.8,160,22.5,3
平砂浦沖,2025-06-02,21,1.0,6.5,3.4,213,22.5,3
平砂浦沖,2025-06-03,00,1.1,6.4,5.6,213,22.5,3
平砂浦沖,2025-06-03,03,1.0,6.5,5.0,217,22.4,3
平砂浦沖,2025-06-03,06,1.0,7.0,5.0,236,22.3,51
平砂浦沖,2025-06-03,09,0.9,7.2,3.3,207,22.2,55
平砂浦沖,2025-06-03,12,0.9,7.2,4.5,143,22.0,63
平砂浦沖,2025-06-03,15,1.1,6.0,8.1,119,22.0,55
平砂浦沖,2025-06-03,18,1.4,6.0,5.9,137,21.9,63
平砂浦沖,2025-06-03,21,1.7,6.6,5.8,335,21.9,3
平砂浦沖,2025-06-04,00,1.8,6.8,3.9,344,21.8,3
平砂浦沖,2025-06-04,03,1.7,7.0,0.9,341,21.8,3
平砂浦沖,2025-06-04,06,1.7,7.1,1.1,113,21.9,1
平砂浦沖,2025-06-04,09,1.6,7.2,3.0,128,22.0,1
平砂浦沖,2025-06-04,12,1.6,7.0,2.8,257,21.9,3
平砂浦沖,2025-06-04,15,1.6,6.8,3.5,235,21.6,3
平砂浦沖,2025-06-04,18,1.6,6.5,8.0,243,21.2,0
平砂浦沖,2025-06-04,21,1.7,6.2,5.4,239,20.8,0
平砂浦沖,2025-06-05,00,1.6,6.3,3.7,3,20.6,0
平砂浦沖,2025-06-05,03,1.3,6.5,4.6,349,20.6,2
平砂浦沖,2025-06-05,06,1.2,6.5,1.8,34,20.5,2
平砂浦沖,2025-06-05,09,1.0,6.5,1.0,33,20.6,63
平砂浦沖,2025-06-05,12,1.0,6.8,3.4,161,21.0,0
平砂浦沖,2025-06-05,15,0.9,6.8,3.6,176,21.3,0
平砂浦沖,2025-06-05,18,0.9,6.7,4.3,175,21.2,0
平砂浦沖,2025-06-05,21,0.9,6.5,4.0,179,21.0,0
平砂浦沖,2025-06-06,00,0.9,6.3,6.4,219,20.8,2
平砂浦沖,2025-06-06,03,0.9,6.1,5.5,215,20.6,3
平砂浦沖,2025-06-06,06,1.0,6.2,5.7,213,20.5,3
平砂浦沖,2025-06-06,09,1.0,6.5,5.7,216,20.5,2
平砂浦沖,2025-06-06,12,1.0,6.5,6.1,202,20.5,3
平砂浦沖,2025-06-06,15,1.0,6.2,6.9,205,20.6,3
平砂浦沖,2025-06-06,18,1.0,6.0,6.6,212,20.5,3
平砂浦沖,2025-06-06,21,1.0,5.9,6.2,224,20.3,3
平砂浦沖,2025-06-07,00,1.0,6.1,6.7,229,20.2,3
平砂浦沖,2025-06-07,03,1.0,6.2,6.3,229,20.1,3
平砂浦沖,2025-06-07,06,1.0,6.2,5.4,213,20.0,3
平砂浦沖,2025-06-07,09,0.9,6.7,5.7,222,20.1,3
平砂浦沖,2025-06-07,12,0.9,6.6,5.2,192,20.3,3
平砂浦沖,2025-06-07,15,0.9,6.2,6.3,193,20.5,3
平砂浦沖,2025-06-07,18,1.0,6.8,4.8,189,20.5,3
平砂浦沖,2025-06-07,21,1.0,7.0,4.0,203,20.4,1
平砂浦沖,2025-06-08,00,0.9,6.8,4.2,210,20.3,3
平砂浦沖,2025-06-08,03,0.8,6.8,3.5,254,20.3,3
平砂浦沖,2025-06-08,06,0.8,6.8,2.4,292,20.3,3
平砂浦沖,2025-06-08,09,0.9,6.8,1.4,312,20.4,3
平砂浦沖,2025-06-08,12,0.9,6.8,2.0,333,20.5,3
平砂浦沖,2025-06-08,15,0.9,6.7,2.0,72,20.5,3
平砂浦沖,2025-06-08,18,0.8,6.8,2.1,141,20.5,3
平砂浦沖,2025-06-08,21,0.8,6.6,4.4,208,20.4,3
平砂浦沖,2025-06-09,00,0.8,6.5,2.7,229,20.3,3
平砂浦沖,2025-06-09,03,0.8,6.6,3.8,198,20.2,3
平砂浦沖,2025-06-09,06,0.7,6.6,3.7,168,20.2,3
平砂浦沖,2025-06-09,09,0.8,6.1,3.3,178,20.2,3
平砂浦沖,2025-06-09,12,0.8,6.0,3.1,161,20.2,3
平砂浦沖,2025-06-09,15,0.7,6.2,3.2,132,20.4,51
平砂浦沖,2025-06-09,18,0.7,6.4,2.6,102,20.4,61
平砂浦沖,2025-06-09,21,0.7,6.2,1.8,93,20.4,63
平砂浦沖,2025-06-10,00,0.8,6.2,1.8,109,20.4,51
平砂浦沖,2025-06-10,03,0.8,6.3,2.4,22,20.4,53
平砂浦沖,2025-06-10,06,0.8,6.7,2.0,36,20.4,63
平砂浦沖,2025-06-10,09,0.9,6.4,2.2,67,20.5,55
平砂浦沖,2025-06-10,12,0.9,5.8,2.5,185,20.6,51
平砂浦沖,2025-06-10,15,1.0,5.2,7.2,224,20.6,51
平砂浦沖,2025-06-10,18,1.2,5.0,9.6,226,20.5,3
平砂浦沖,2025-06-10,21,1.4,5.1,9.6,229,20.2,3
平砂浦沖,2025-06-11,00,1.6,5.2,9.3,227,20.0,3
平砂浦沖,2025-06-11,03,1.9,5.5,11.2,222,19.9,51
平砂浦沖,2025-06-11,06,2.0,5.8,10.8,228,19.8,3
平砂浦沖,2025-06-11,09,2.2,6.0,10.9,228,19.6,3
平砂浦沖,2025-06-11,12,2.3,6.2,10.2,231,19.4,2
平砂浦沖,2025-06-11,15,2.2,6.2,9.7,237,19.1,3
平砂浦沖,2025-06-11,18,2.0,6.2,9.6,247,19.1,51
平砂浦沖,2025-06-11,21,1.7,6.0,7.0,248,19.3,3
平砂浦沖,2025-06-12,00,1.4,6.0,3.1,263,19.5,3
平砂浦沖,2025-06-12,03,1.2,5.9,1.7,5,19.6,3
平砂浦沖,2025-06-12,06,1.1,5.9,1.1,82,19.9,2
平砂浦沖,2025-06-12,09,1.0,6.0,0.3,315,20.0,51
平砂浦沖,2025-06-12,12,0.9,6.0,2.3,156,20.4,3
平砂浦沖,2025-06-12,15,0.8,6.1,2.5,91,20.7,3
平砂浦沖,2025-06-12,18,0.8,6.2,2.7,82,20.6,3
平砂浦沖,2025-06-12,21,0.7,6.0,3.4,80,20.4,3
平砂浦沖,2025-06-13,00,0.7,6.0,2.7,99,20.4,3
平砂浦沖,2025-06-13,03,0.7,6.0,2.5,73,20.3,3
平砂浦沖,2025-06-13,06,0.6,6.1,3.6,66,20.2,2
平砂浦沖,2025-06-13,09,0.7,5.8,4.6,87,20.4,1
平砂浦沖,2025-06-13,12,0.7,5.8,5.5,99,20.8,3
平砂浦沖,2025-06-13,15,0.7,6.0,4.3,109,21.1,0
平砂浦沖,2025-06-13,18,0.7,6.1,3.3,116,21.2,3
平砂浦沖,2025-06-13,21,0.7,6.2,3.0,126,21.1,3
平砂浦沖,2025-06-14,00,0.7,6.2,2.9,132,21.1,3
平砂浦沖,2025-06-14,03,0.7,6.0,3.7,146,21.0,3
平砂浦沖,2025-06-14,06,0.7,5.7,3.8,171,21.1,3
平砂浦沖,2025-06-14,09,0.7,5.8,4.2,179,21.1,51
平砂浦沖,2025-06-14,12,0.7,6.1,4.2,177,21.2,3
平砂浦沖,2025-06-14,15,0.7,6.4,4.9,171,21.3,51
平砂浦沖,2025-06-14,18,0.9,6.0,6.4,167,21.2,51
平砂浦沖,2025-06-14,21,1.3,5.2,9.2,172,21.1,53
平砂浦沖,2025-06-15,00,1.7,5.5,11.0,191,20.9,51
平砂浦沖,2025-06-15,03,1.8,5.6,10.7,214,20.7,51
平砂浦沖,2025-06-15,06,2.0,5.7,10.2,214,20.6,53
平砂浦沖,2025-06-15,09,2.4,6.1,11.8,206,20.6,63
平砂浦沖,2025-06-15,12,2.4,6.3,9.6,225,20.5,51
平砂浦沖,2025-06-15,15,2.2,6.3,8.8,233,20.3,3
平砂浦沖,2025-06-15,18,2.1,6.4,7.7,232,20.4,3
平砂浦沖,2025-06-15,21,2.1,6.7,4.1,249,20.5,0
平砂浦沖,2025-06-16,00,1.8,6.8,3.1,338,20.5,1
平砂浦沖,2025-06-16,03,1.5,6.8,1.2,63,20.5,3
平砂浦沖,2025-06-16,06,1.3,7.0,0.9,246,20.7,3
平砂浦沖,2025-06-16,09,1.2,7.2,1.4,174,20.9,3
平砂浦沖,2025-06-16,12,1.2,7.2,3.2,177,21.0,3
平砂浦沖,2025-06-16,15,1.1,6.6,6.2,225,21.0,1
平砂浦沖,2025-06-16,18,1.2,5.4,7.4,242,21.0,0
平砂浦沖,2025-06-16,21,1.5,5.3,8.4,249,21.0,2
平砂浦沖,2025-06-17,00,1.7,5.5,9.7,242,20.8,1
平砂浦沖,2025-06-17,03,1.9,5.8,10.3,247,20.5,1
平砂浦沖,2025-06-17,06,1.7,5.5,9.1,243,20.4,0
平砂浦沖,2025-06-17,09,1.7,5.6,6.9,257,20.4,0
平砂浦沖,2025-06-17,12,1.6,5.7,7.9,238,20.6,0
平砂浦沖,2025-06-17,15,1.5,5.7,7.4,235,20.9,0
平砂浦沖,2025-06-17,18,1.2,5.2,7.1,232,20.7,0
平砂浦沖,2025-06-17,21,1.3,5.3,6.2,243,20.5,0
平砂浦沖,2025-06-18,00,1.2,5.6,4.8,239,20.5,0
平砂浦沖,2025-06-18,03,1.1,5.9,3.0,322,20.7,0
平砂浦沖,2025-06-18,06,1.1,6.2,4.1,354,20.9,2
平砂浦沖,2025-06-18,09,1.0,6.3,2.0,14,21.2,2
平砂浦沖,2025-06-18,12,0.9,6.3,2.1,139,22.0,3
平砂浦沖,2025-06-18,15,0.8,6.2,3.0,119,22.6,2
平砂浦沖,2025-06-18,18,0.8,6.5,2.3,120,22.6,3
平砂浦沖,2025-06-18,21,0.7,6.5,1.9,96,22.5,3
平砂浦沖,2025-06-19,00,0.7,6.7,2.0,78,22.4,3
平砂浦沖,2025-06-19,03,0.6,6.5,1.3,21,22.2,3
平砂浦沖,2025-06-19,06,0.8,7.7,1.8,68,22.3,3
平砂浦沖,2025-06-19,09,0.8,7.5,2.0,93,22.4,1
平砂浦沖,2025-06-19,12,0.7,7.7,4.6,105,22.7,2
平砂浦沖,2025-06-19,15,0.7,7.5,4.0,108,23.0,3
平砂浦沖,2025-06-19,18,0.6,7.0,2.6,114,23.0,0
平砂浦沖,2025-06-19,21,0.6,6.8,1.6,77,23.0,0
平砂浦沖,2025-06-20,00,0.6,7.0,1.8,82,22.9,3
平砂浦沖,2025-06-20,03,0.6,7.3,1.5,74,22.7,2
平砂浦沖,2025-06-20,06,0.5,7.0,1.8,74,22.6,2
平砂浦沖,2025-06-20,09,0.5,6.8,3.5,98,22.6,1
平砂浦沖,2025-06-20,12,0.5,6.5,4.0,119,23.0,1
平砂浦沖,2025-06-20,15,0.5,6.5,3.4,121,23.4,1
平砂浦沖,2025-06-20,18,0.5,6.8,2.8,123,23.2,0
平砂浦沖,2025-06-20,21,0.5,7.0,1.5,98,23.0,0
平砂浦沖,2025-06-21,00,0.5,6.9,1.4,180,22.9,1
平砂浦沖,2025-06-21,03,0.5,7.0,1.2,171,22.8,1
平砂浦沖,2025-06-21,06,0.5,7.1,0.8,140,22.9,3
平砂浦沖,2025-06-21,09,0.5,7.1,1.9,186,23.0,2
平砂浦沖,2025-06-21,12,0.5,7.0,3.2,180,23.3,3
平砂浦沖,2025-06-21,15,0.5,6.9,4.2,174,23.5,3
平砂浦沖,2025-06-21,18,0.5,6.6,4.3,204,23.5,1
平砂浦沖,2025-06-21,21,0.6,5.8,4.7,214,23.4,0
平砂浦沖,2025-06-22,00,0.7,5.4,5.7,211,23.4,3
平砂浦沖,2025-06-22,03,0.7,5.2,6.8,231,23.4,1
平砂浦沖,2025-06-22,06,0.8,5.1,7.1,226,23.3,1
平砂浦沖,2025-06-22,09,0.9,4.9,8.5,226,23.2,0
平砂浦沖,2025-06-22,12,1.1,4.8,8.6,219,23.2,0
平砂浦沖,2025-06-22,15,1.2,4.9,9.2,218,23.2,0
平砂浦沖,2025-06-22,18,1.2,5.0,8.5,219,23.1,0
平砂浦沖,2025-06-22,21,1.2,5.0,7.6,218,23.0,0
平砂浦沖,2025-06-23,00,1.1,5.1,7.2,223,22.9,0
平砂浦沖,2025-06-23,03,1.1,5.1,7.1,212,23.0,1
平砂浦沖,2025-06-23,06,1.0,5.0,6.9,220,23.0,3
平砂浦沖,2025-06-23,09,1.0,5.2,7.6,222,23.1,3
平砂浦沖,2025-06-23,12,1.0,5.5,7.1,215,23.4,3
平砂浦沖,2025-06-23,15,1.0,5.8,6.2,211,23.6,3
平砂浦沖,2025-06-23,18,1.0,5.8,5.8,207,23.6,3
平砂浦沖,2025-06-23,21,1.1,6.3,5.8,204,23.6,3
平砂浦沖,2025-06-24,00,1.0,6.3,4.7,196,23.6,3
平砂浦沖,2025-06-24,03,1.0,6.7,4.5,188,23.6,3
平砂浦沖,2025-06-24,06,0.9,6.5,2.5,214,23.6,3
平砂浦沖,2025-06-24,09,0.8,6.5,2.0,203,23.8,51
平砂浦沖,2025-06-24,12,0.8,6.6,3.4,133,23.9,53
平砂浦沖,2025-06-24,15,0.8,6.7,2.8,114,23.9,51
平砂浦沖,2025-06-24,18,0.9,7.5,3.6,118,23.9,3
平砂浦沖,2025-06-24,21,1.0,7.8,3.5,109,23.8,3
平砂浦沖,2025-06-25,00,1.4,9.0,3.3,74,23.8,53
平砂浦沖,2025-06-25,03,1.9,9.2,3.0,89,23.8,51
平砂浦沖,2025-06-25,06,1.9,8.8,2.5,61,23.8,51
平砂浦沖,2025-06-25,09,2.1,8.8,3.2,113,23.9,51
平砂浦沖,2025-06-25,12,1.9,8.1,4.2,91,24.1,3
平砂浦沖,2025-06-25,15,1.8,7.5,5.1,113,24.5,3
平砂浦沖,2025-06-25,18,1.8,7.2,5.7,110,24.6,55
平砂浦沖,2025-06-25,21,2.0,7.2,6.0,103,24.6,51
平砂浦沖,2025-06-26,00,2.1,7.3,6.6,76,24.8,61
平砂浦沖,2025-06-26,03,2.1,7.2,3.3,61,24.8,51
平砂浦沖,2025-06-26,06,1.9,7.0,5.1,309,24.9,3
平砂浦沖,2025-06-26,09,1.7,6.8,5.5,234,25.0,1
平砂浦沖,2025-06-26,12,1.4,6.3,7.5,222,25.0,3
平砂浦沖,2025-06-26,15,1.4,5.5,9.2,226,25.0,3
平砂浦沖,2025-06-26,18,1.5,5.5,9.7,223,24.8,3
平砂浦沖,2025-06-26,21,1.5,5.5,10.1,232,24.5,3
平砂浦沖,2025-06-27,00,1.5,5.4,9.0,227,24.1,53
平砂浦沖,2025-06-27,03,1.5,5.3,8.9,233,23.9,3
平砂浦沖,2025-06-27,06,1.5,5.3,7.2,244,23.9,3
平砂浦沖,2025-06-27,09,1.5,5.4,4.9,260,24.0,3
平砂浦沖,2025-06-27,12,1.3,5.5,5.0,247,24.4,3
平砂浦沖,2025-06-27,15,1.0,5.2,6.6,235,24.7,3
平砂浦沖,2025-06-27,18,1.0,5.5,3.4,258,24.8,2
平砂浦沖,2025-06-27,21,1.0,6.0,1.6,272,24.8,3
平砂浦沖,2025-06-28,00,1.0,6.2,2.5,30,24.7,1
平砂浦沖,2025-06-28,03,0.9,6.5,3.0,27,24.6,2
平砂浦沖,2025-06-28,06,0.8,6.9,3.0,21,24.5,3
平砂浦沖,2025-06-28,09,0.7,7.5,1.5,65,24.6,3
平砂浦沖,2025-06-28,12,0.7,8.0,2.0,214,24.9,51
平砂浦沖,2025-06-28,15,0.7,8.1,3.0,115,25.2,1
平砂浦沖,2025-06-28,18,0.7,8.4,2.1,110,25.1,0
平砂浦沖,2025-06-28,21,0.7,8.3,0.4,113,25.0,0
平砂浦沖,2025-06-29,00,0.6,8.5,1.7,102,24.9,0
平砂浦沖,2025-06-29,03,0.7,8.5,2.1,105,24.9,0
平砂浦沖,2025-06-29,06,0.6,8.5,1.6,133,25.0,0
平砂浦沖,2025-06-29,09,0.8,9.4,1.9,167,25.1,0
平砂浦沖,2025-06-29,12,0.8,9.4,3.5,179,25.4,3
平砂浦沖,2025-06-29,15,0.7,8.7,4.1,184,25.6,3
平砂浦沖,2025-06-29,18,0.7,7.6,4.0,206,25.6,3
平砂浦沖,2025-06-29,21,0.8,7.2,4.9,220,25.5,3
平砂浦沖,2025-06-30,00,0.8,7.0,4.4,222,25.4,0
平砂浦沖,2025-06-30,03,0.8,7.5,4.1,216,25.2,0
平砂浦沖,2025-06-30,06,0.8,7.5,4.3,207,25.1,0
平砂浦沖,2025-06-30,09,0.8,7.5,5.0,214,25.0,1
平砂浦沖,2025-06-30,12,0.8,7.2,5.1,207,25.2,3
平砂浦沖,2025-06-30,15,0.8,6.8,5.8,207,25.4,3
平砂浦沖,2025-06-30,18,0.8,6.5,5.3,207,25.4,0
平砂浦沖,2025-06-30,21,0.8,6.4,5.7,216,25.3,1
館山沖,2025-06-01,00,1.6,8.6,3.9,2,20.1,3
館山沖,2025-06-01,03,1.5,8.2,1.5,61,20.4,53
館山沖,2025-06-01,06,1.3,7.8,2.5,70,20.5,51
館山沖,2025-06-01,09,1.2,7.8,3.5,72,20.8,2
館山沖,2025-06-01,12,1.1,7.5,5.2,102,21.0,0
館山沖,2025-06-01,15,1.1,7.3,3.8,110,21.1,2
館山沖,2025-06-01,18,1.5,8.4,4.0,78,21.2,3
館山沖,2025-06-01,21,1.3,8.0,3.7,75,21.3,3
館山沖,2025-06-02,00,1.2,7.8,3.6,98,21.4,3
館山沖,2025-06-02,03,1.1,7.5,2.8,95,21.5,3
館山沖,2025-06-02,06,1.0,7.5,1.7,122,21.6,3
館山沖,2025-06-02,09,0.9,6.9,2.8,128,21.8,51
館山沖,2025-06-02,12,0.9,7.0,5.5,139,22.0,51
館山沖,2025-06-02,15,0.9,6.9,5.0,143,22.1,51
館山沖,2025-06-02,18,0.9,6.8,3.8,160,22.1,3
館山沖,2025-06-02,21,0.9,6.3,3.4,213,22.2,3
館山沖,2025-06-03,00,1.0,6.2,5.6,213,22.2,3
館山沖,2025-06-03,03,1.0,6.3,5.0,217,22.2,3
館山沖,2025-06-03,06,1.0,6.8,5.0,236,22.2,51
館山沖,2025-06-03,09,0.9,7.0,3.3,207,22.2,55
館山沖,2025-06-03,12,0.8,7.1,4.5,143,22.3,63
館山沖,2025-06-03,15,1.0,5.9,8.1,119,22.3,55
館山沖,2025-06-03,18,1.4,5.9,5.9,137,22.3,63
館山沖,2025-06-03,21,1.7,6.5,5.8,335,22.3,3
館山沖,2025-06-04,00,1.8,6.8,3.9,344,22.2,3
館山沖,2025-06-04,03,1.7,7.0,0.9,341,22.1,3
館山沖,2025-06-04,06,1.7,7.0,1.1,113,22.1,1
館山沖,2025-06-04,09,1.6,7.2,3.0,128,22.1,1
館山沖,2025-06-04,12,1.5,7.0,2.8,257,22.0,3
館山沖,2025-06-04,15,1.6,6.8,3.5,235,21.9,3
館山沖,2025-06-04,18,1.6,6.5,8.0,243,21.5,0
館山沖,2025-06-04,21,1.7,6.2,5.4,239,21.2,0
館山沖,2025-06-05,00,1.6,6.3,3.7,3,21.1,0
館山沖,2025-06-05,03,1.3,6.3,4.6,349,21.1,2
館山沖,2025-06-05,06,1.1,6.5,1.8,34,21.0,2
館山沖,2025-06-05,09,1.0,6.7,1.0,33,21.0,63
館山沖,2025-06-05,12,0.9,6.8,3.4,161,21.4,0
館山沖,2025-06-05,15,0.9,6.7,3.6,176,21.6,0
館山沖,2025-06-05,18,0.9,6.5,4.3,175,21.5,0
館山沖,2025-06-05,21,0.9,6.3,4.0,179,21.2,0
館山沖,2025-06-06,00,0.9,6.2,6.4,219,21.0,2
館山沖,2025-06-06,03,0.9,5.9,5.5,215,20.8,3
館山沖,2025-06-06,06,1.0,5.9,5.7,213,20.7,3
館山沖,2025-06-06,09,1.0,6.2,5.7,216,20.6,2
館山沖,2025-06-06,12,1.0,6.3,6.1,202,20.8,3
館山沖,2025-06-06,15,1.0,6.0,6.9,205,20.9,3
館山沖,2025-06-06,18,1.0,5.8,6.6,212,20.8,3
館山沖,2025-06-06,21,1.0,5.7,6.2,224,20.7,3
館山沖,2025-06-07,00,1.0,5.8,6.7,229,20.6,3
館山沖,2025-06-07,03,1.0,6.0,6.3,229,20.5,3
館山沖,2025-06-07,06,0.9,6.0,5.4,213,20.5,3
